trial,gen,CR,Faith,AR,W-Score,bm25_k,vec_k,rrf_k,rerank_k,thresh,fk,reranker,reranker_type,fusion,alpha,mode,adapt_thresh
582,21,0.8240,0.8900,0.8681,2.8470,283,269,79,40,0.0372,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.076
583,21,0.8387,0.9173,0.8730,2.8998,334,197,23,10,0.1653,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.73,adaptive,0.083
584,21,0.8458,0.9464,0.8789,2.9482,10,219,201,39,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.130
585,21,0.8437,0.9610,0.8840,2.9693,184,101,72,10,0.0642,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
586,21,0.8472,0.9229,0.8661,2.9074,102,32,296,39,0.1756,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.89,adaptive,0.147
587,21,0.8314,0.9174,0.8736,2.8933,343,211,86,14,0.0372,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,adaptive,0.104
588,22,0.8098,0.9314,0.8694,2.8838,69,289,296,17,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,adaptive,0.213
589,22,0.8412,0.9434,0.8814,2.9427,49,230,212,10,0.1956,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.39,adaptive,0.140
590,22,0.8288,0.9260,0.8740,2.9014,222,270,14,39,0.0126,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.29,adaptive,0.209
591,22,0.7530,0.8711,0.8526,2.7363,283,21,212,37,0.0841,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.228
592,22,0.8055,0.9320,0.8711,2.8821,69,104,296,39,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.76,adaptive,0.219
593,22,0.8487,0.9204,0.8651,2.9047,132,177,98,22,0.0615,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.29,fixed,0.130
594,22,0.8322,0.9114,0.8747,2.8880,69,230,155,39,0.2497,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.70,adaptive,0.101
595,22,0.8453,0.9542,0.8813,2.9598,347,244,201,45,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.130
596,22,0.8527,0.9314,0.8756,2.9335,15,129,47,10,0.0379,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.73,fixed,0.113
597,22,0.8310,0.9403,0.8753,2.9221,10,219,200,18,0.0163,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.60,adaptive,0.076
598,22,0.7634,0.9094,0.8554,2.7956,334,230,155,33,0.1110,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,adaptive,0.248
599,22,0.8542,0.9391,0.8797,2.9488,500,230,230,10,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.44,adaptive,0.239
600,22,0.8458,0.9409,0.8827,2.9458,334,51,72,24,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.130
601,22,0.8440,0.9608,0.8859,2.9715,347,230,71,14,0.2489,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.64,adaptive,0.147
602,22,0.8427,0.9377,0.8824,2.9386,91,207,80,25,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.150
603,22,0.8169,0.8933,0.8633,2.8386,500,64,281,38,0.0372,8,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.44,adaptive,0.067
604,22,0.8288,0.9210,0.8703,2.8913,322,169,281,10,0.1624,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.130
605,22,0.8478,0.9176,0.8740,2.9104,61,230,253,16,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.130
606,22,0.8322,0.9530,0.8818,2.9458,61,230,243,49,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.56,fixed,0.105
607,22,0.7561,0.8835,0.8595,2.7617,334,72,278,33,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.29,adaptive,0.244
608,22,0.8409,0.9321,0.8615,2.9071,184,169,19,27,0.0257,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.59,adaptive,0.209
609,22,0.8370,0.9052,0.8862,2.8981,320,267,79,14,0.0372,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.86,fixed,0.067
610,22,0.8258,0.8547,0.8681,2.8063,404,270,79,50,0.0124,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.130
611,22,0.8488,0.9528,0.8795,2.9596,238,256,80,14,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.130
612,22,0.8444,0.9341,0.8809,2.9343,184,157,14,14,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.78,fixed,0.238
613,22,0.8425,0.9298,0.8783,2.9244,479,34,122,12,0.1110,3,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.73,fixed,0.104
614,22,0.8457,0.9357,0.8809,2.9376,59,140,281,18,0.0460,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.138
615,22,0.8322,0.9138,0.8796,2.8964,411,91,242,23,0.0783,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.050
616,23,0.8479,0.9205,0.8664,2.9055,69,47,84,39,0.0224,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.38,adaptive,0.185
617,23,0.8082,0.8586,0.8597,2.7843,479,72,155,12,0.0566,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.17,fixed,0.130
618,23,0.8344,0.9365,0.8729,2.9184,61,151,240,43,0.0334,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.80,fixed,0.130
619,23,0.8323,0.9578,0.8819,2.9517,69,49,98,39,0.1473,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.101
620,23,0.8416,0.9419,0.8705,2.9295,61,194,257,12,0.0334,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.111
621,23,0.7695,0.9140,0.8581,2.8103,347,247,240,14,0.2489,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.64,fixed,0.142
622,23,0.8459,0.9345,0.8777,2.9327,365,230,240,12,0.0334,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.130
623,23,0.8344,0.9020,0.8795,2.8843,391,260,127,22,0.1332,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.151
624,23,0.8316,0.9413,0.8807,2.9298,61,254,297,43,0.0334,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.49,adaptive,0.130
625,23,0.8331,0.9168,0.8782,2.8993,283,121,150,14,0.2104,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.71,adaptive,0.076
626,23,0.8288,0.9260,0.8740,2.9014,71,67,257,39,0.2381,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.40,adaptive,0.130
627,23,0.8462,0.9225,0.8664,2.9063,347,169,98,37,0.1110,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.32,fixed,0.130
628,23,0.8430,0.9619,0.8829,2.9685,117,63,79,18,0.2073,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.164
629,23,0.8370,0.9498,0.8733,2.9375,184,157,72,12,0.1306,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,adaptive,0.123
630,23,0.8434,0.9385,0.8817,2.9394,15,197,35,39,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.55,fixed,0.101
631,23,0.8441,0.9606,0.8834,2.9684,343,230,72,12,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.78,adaptive,0.130
632,23,0.8440,0.9597,0.8836,2.9676,400,247,72,10,0.0479,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.224
633,23,0.8411,0.9552,0.8852,2.9611,399,140,296,39,0.1587,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.130
634,23,0.8459,0.9362,0.8802,2.9375,238,151,26,24,0.2306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.144
635,23,0.8372,0.9525,0.8805,2.9488,238,231,71,45,0.0429,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.64,adaptive,0.169
636,23,0.8047,0.8969,0.8685,2.8362,238,256,300,14,0.1935,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.091
637,23,0.8440,0.9608,0.8859,2.9715,177,197,79,14,0.0615,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.083
638,23,0.7638,0.9031,0.8616,2.7953,260,121,79,35,0.2281,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,fixed,0.152
639,23,0.8129,0.9573,0.8792,2.9288,343,247,155,43,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.14,adaptive,0.130
640,23,0.8439,0.9609,0.8847,2.9701,69,254,72,24,0.1205,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,fixed,0.177
641,23,0.8280,0.9264,0.8703,2.8970,347,170,137,39,0.0372,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,adaptive,0.082
642,23,0.8475,0.9222,0.8756,2.9172,22,289,140,19,0.0372,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.59,fixed,0.239
643,23,0.8382,0.9326,0.8743,2.9191,283,116,257,18,0.0372,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.89,adaptive,0.130
644,24,0.8444,0.9211,0.8672,2.9037,403,124,79,12,0.0163,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.86,fixed,0.083
645,24,0.8328,0.8810,0.8742,2.8515,376,147,26,24,0.0372,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.163
646,24,0.8464,0.9162,0.8656,2.8980,49,169,280,25,0.0372,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.89,fixed,0.119
647,24,0.8104,0.9412,0.8678,2.8944,184,18,289,14,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.209
648,24,0.7708,0.9170,0.8595,2.8167,337,281,79,18,0.0700,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.239
649,24,0.8129,0.8939,0.8663,2.8384,61,267,14,43,0.0163,8,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,fixed,0.209
650,24,0.8333,0.9072,0.8696,2.8785,376,147,72,10,0.0372,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.151
651,24,0.8032,0.9380,0.8747,2.8910,496,247,100,23,0.0479,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.31,adaptive,0.224
652,24,0.8453,0.9536,0.8819,2.9598,69,109,296,39,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.101
653,24,0.8247,0.9265,0.8710,2.8945,69,169,296,48,0.0201,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.22,adaptive,0.244
654,24,0.8457,0.9340,0.8816,2.9362,229,157,155,20,0.0642,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.209
655,24,0.8486,0.9259,0.8672,2.9137,241,230,72,37,0.1306,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.130
656,24,0.8483,0.9451,0.8802,2.9507,454,147,201,14,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.130
657,24,0.8053,0.8955,0.8642,2.8306,184,127,267,10,0.2244,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.25,fixed,0.151
658,24,0.8046,0.9372,0.8736,2.8902,411,247,72,24,0.0479,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.224
659,24,0.8040,0.9336,0.8699,2.8812,68,140,223,18,0.2073,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.33,fixed,0.149
660,24,0.8458,0.9409,0.8827,2.9458,334,51,72,24,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.130
661,24,0.8447,0.9349,0.8822,2.9370,177,197,14,22,0.1510,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.54,fixed,0.209
662,24,0.8428,0.9411,0.8831,2.9436,69,270,296,39,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.63,adaptive,0.076
663,24,0.8265,0.9302,0.8729,2.9030,467,230,201,43,0.1438,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,fixed,0.115
664,24,0.8338,0.9147,0.8724,2.8911,347,230,13,14,0.2075,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.81,adaptive,0.143
665,24,0.8014,0.9232,0.8740,2.8706,68,116,295,24,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,adaptive,0.182
666,24,0.8440,0.9608,0.8859,2.9715,283,164,79,14,0.0473,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.164
667,24,0.8439,0.9544,0.8831,2.9606,479,96,155,39,0.1110,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.85,fixed,0.214
668,24,0.8443,0.9597,0.8838,2.9681,184,296,85,10,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.151
669,24,0.8428,0.9411,0.8831,2.9436,69,270,292,39,0.1107,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,adaptive,0.101
670,24,0.8441,0.9259,0.8559,2.8967,479,230,155,14,0.0179,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.30,adaptive,0.130
671,24,0.8446,0.9371,0.8808,2.9379,334,178,155,24,0.1110,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,fixed,0.130
672,25,0.8427,0.9367,0.8808,2.9356,334,114,249,24,0.0334,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.39,adaptive,0.130
673,25,0.8500,0.9513,0.8671,2.9454,500,230,230,10,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,adaptive,0.239
674,25,0.8396,0.9100,0.8653,2.8834,112,230,34,39,0.0372,6,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.71,adaptive,0.130
675,25,0.8528,0.9436,0.8762,2.9489,197,245,249,10,0.1332,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.85,fixed,0.239
676,25,0.8458,0.9409,0.8827,2.9458,500,51,72,24,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.057
677,25,0.8496,0.9092,0.8711,2.8988,411,289,98,29,0.0615,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.63,fixed,0.050
678,25,0.8254,0.9000,0.8696,2.8620,454,292,201,33,0.0372,8,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.59,fixed,0.140
679,25,0.8304,0.9212,0.8719,2.8950,479,230,155,12,0.1110,4,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.16,fixed,0.121
680,25,0.8440,0.9597,0.8836,2.9676,280,230,127,10,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.130
681,25,0.8440,0.9608,0.8859,2.9715,347,169,98,14,0.0676,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.81,adaptive,0.133
682,25,0.8418,0.9547,0.8829,2.9587,334,230,206,36,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,adaptive,0.130
683,25,0.8432,0.9605,0.8822,2.9663,69,254,72,12,0.1205,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,fixed,0.177
684,25,0.8306,0.9245,0.8695,2.8964,69,131,58,22,0.0372,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.69,fixed,0.050
685,25,0.8494,0.9435,0.8662,2.9345,480,72,212,10,0.0590,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.42,adaptive,0.200
686,25,0.8022,0.9332,0.8734,2.8828,69,164,72,24,0.1710,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.44,fixed,0.177
687,25,0.8316,0.9413,0.8807,2.9298,69,270,296,39,0.2070,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.140
688,25,0.8438,0.9603,0.8870,2.9719,238,120,80,14,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.78,fixed,0.177
689,25,0.8440,0.9606,0.8855,2.9708,500,230,150,24,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.165
690,25,0.8495,0.9521,0.8793,2.9592,169,147,67,11,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.243
691,25,0.7686,0.9036,0.8596,2.7985,204,121,221,18,0.2073,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.74,adaptive,0.239
692,25,0.8332,0.9127,0.8776,2.8937,479,230,126,14,0.1110,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,fixed,0.130
693,25,0.7612,0.9027,0.8587,2.7890,22,270,296,34,0.0372,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,adaptive,0.238
694,25,0.8323,0.9578,0.8819,2.9517,98,51,72,43,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.130
695,25,0.8439,0.9287,0.8610,2.9054,334,169,131,16,0.1306,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.89,adaptive,0.130
696,25,0.7687,0.9065,0.8589,2.8013,93,270,296,27,0.1905,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,adaptive,0.230
697,25,0.8442,0.9336,0.8840,2.9369,376,147,26,14,0.0256,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.177
698,25,0.8443,0.8997,0.8654,2.8759,18,202,67,10,0.0642,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.83,adaptive,0.151
699,25,0.8439,0.9344,0.8814,2.9348,238,164,57,19,0.0108,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.164
700,26,0.8385,0.9413,0.8817,2.9379,283,262,72,47,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.41,adaptive,0.164
701,26,0.8455,0.9460,0.8830,2.9520,500,18,179,10,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.81,adaptive,0.130
702,26,0.8412,0.9435,0.8862,2.9483,376,147,296,39,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.82,adaptive,0.125
703,26,0.8344,0.9198,0.8696,2.8947,279,147,257,39,0.0372,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.89,adaptive,0.177
704,26,0.8482,0.9418,0.8811,2.9475,347,147,280,11,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.81,fixed,0.243
705,26,0.8084,0.9517,0.8779,2.9161,61,37,140,43,0.0334,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.17,adaptive,0.164
706,26,0.8027,0.9211,0.8726,2.8678,113,120,26,14,0.1894,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.177
707,26,0.8440,0.9608,0.8859,2.9715,251,256,72,14,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,fixed,0.130
708,26,0.8057,0.9369,0.8764,2.8939,290,147,201,14,0.2023,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.81,fixed,0.130
709,26,0.8431,0.9315,0.8843,2.9337,83,51,296,24,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.061
710,26,0.8317,0.8644,0.8599,2.8149,347,20,79,26,0.2073,8,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.25,adaptive,0.130
711,26,0.8173,0.9308,0.8686,2.8898,376,196,296,39,0.0687,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.43,adaptive,0.098
712,26,0.8039,0.9298,0.8661,2.8725,340,230,155,14,0.2074,8,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.057
713,26,0.8098,0.9409,0.8677,2.8934,500,55,14,14,0.1858,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.32,adaptive,0.209
714,26,0.8505,0.9334,0.8784,2.9368,479,230,155,13,0.2482,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.71,fixed,0.130
715,26,0.7929,0.8569,0.8707,2.7790,343,116,72,24,0.1995,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,adaptive,0.174
716,26,0.8454,0.9333,0.8828,2.9365,184,169,14,14,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.130
717,26,0.8007,0.9259,0.8644,2.8626,334,51,72,23,0.1432,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.54,adaptive,0.206
718,26,0.7432,0.9091,0.8608,2.7810,69,270,296,39,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.13,adaptive,0.228
719,26,0.8446,0.9542,0.8817,2.9596,497,247,240,43,0.0334,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.203
720,26,0.8417,0.9532,0.8814,2.9550,134,254,261,39,0.1205,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,adaptive,0.101
721,26,0.8481,0.9193,0.8663,2.9043,61,247,67,43,0.0334,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.36,adaptive,0.185
722,26,0.8459,0.9137,0.8640,2.8927,347,169,281,34,0.1528,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,fixed,0.136
723,26,0.8355,0.9453,0.8758,2.9332,145,233,98,19,0.1746,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.29,fixed,0.050
724,26,0.8488,0.9528,0.8795,2.9596,117,169,27,14,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.130
725,26,0.8465,0.9233,0.8669,2.9081,500,48,186,44,0.1624,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,fixed,0.239
726,26,0.8439,0.9609,0.8847,2.9701,69,254,149,24,0.1205,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.177
727,26,0.8307,0.9276,0.8708,2.9017,466,106,98,24,0.1190,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.24,adaptive,0.147
728,27,0.8358,0.8910,0.8762,2.8688,49,96,80,10,0.0372,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.81,adaptive,0.140
729,27,0.8429,0.9604,0.8850,2.9689,293,147,280,11,0.1432,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.81,fixed,0.243
730,27,0.8005,0.9270,0.8721,2.8722,347,289,72,47,0.0642,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,adaptive,0.193
731,27,0.8224,0.8942,0.8690,2.8513,154,162,280,38,0.0716,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.64,fixed,0.243
732,27,0.8446,0.9542,0.8817,2.9596,479,230,155,48,0.1110,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,fixed,0.109
733,27,0.8283,0.8886,0.8731,2.8550,10,89,73,43,0.0334,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.63,fixed,0.130
734,27,0.8359,0.9460,0.8750,2.9336,479,171,155,24,0.2073,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.71,fixed,0.071
735,27,0.8224,0.8989,0.8715,2.8597,479,230,126,14,0.1836,9,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.71,fixed,0.053
736,27,0.8461,0.9137,0.8648,2.8938,275,169,257,49,0.1436,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.54,fixed,0.244
737,27,0.8428,0.9449,0.8877,2.9532,334,120,72,24,0.1537,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,fixed,0.130
738,27,0.8442,0.9241,0.8830,2.9245,49,51,127,25,0.0639,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.18,adaptive,0.140
739,27,0.8326,0.9205,0.8732,2.8977,96,297,155,14,0.1110,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.75,fixed,0.115
740,27,0.8335,0.8995,0.8767,2.8773,343,116,257,22,0.0372,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,adaptive,0.130
741,27,0.8367,0.9085,0.8865,2.9020,340,208,98,22,0.0615,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.56,fixed,0.243
742,27,0.8385,0.9420,0.8653,2.9208,350,169,213,10,0.1896,9,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,adaptive,0.243
743,27,0.8429,0.9393,0.8828,2.9411,479,116,155,35,0.1110,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,fixed,0.130
744,27,0.8088,0.9366,0.8705,2.8902,411,72,46,22,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.48,fixed,0.050
745,27,0.8459,0.9362,0.8802,2.9375,347,180,167,24,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.81,fixed,0.177
746,27,0.7683,0.9073,0.8600,2.8030,38,40,67,24,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.243
747,27,0.8459,0.9362,0.8802,2.9375,347,230,22,30,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.173
748,27,0.8492,0.9521,0.8779,2.9574,450,116,245,11,0.1479,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.130
749,27,0.8458,0.9115,0.8633,2.8892,343,289,67,39,0.1839,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,adaptive,0.161
750,27,0.8502,0.9481,0.8708,2.9458,500,114,281,10,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.35,fixed,0.239
751,27,0.8376,0.9034,0.8676,2.8760,37,63,79,43,0.1928,8,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.43,fixed,0.130
752,27,0.8428,0.9622,0.8843,2.9702,468,83,280,11,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.074
